num_borrowers,agenew,devontown
23,93,Newton Abbot
13,94,Newton Abbot
12,95,Newton Abbot
9,96,Newton Abbot
6,97,Newton Abbot
4,98,Newton Abbot
714,,Okehampton
23,0,Okehampton
56,1,Okehampton
162,10,Okehampton
178,11,Okehampton
1,115,Okehampton
2,116,Okehampton
173,12,Okehampton
141,13,Okehampton
123,14,Okehampton
126,15,Okehampton
99,16,Okehampton
92,17,Okehampton
130,18,Okehampton
88,19,Okehampton
106,2,Okehampton
83,20,Okehampton
84,21,Okehampton
82,22,Okehampton
79,23,Okehampton
93,24,Okehampton
90,25,Okehampton
82,26,Okehampton
98,27,Okehampton
111,28,Okehampton
88,29,Okehampton
116,3,Okehampton
68,30,Okehampton
91,31,Okehampton
93,32,Okehampton
115,33,Okehampton
107,34,Okehampton
98,35,Okehampton
144,36,Okehampton
121,37,Okehampton
86,38,Okehampton
121,39,Okehampton
174,4,Okehampton
92,40,Okehampton
97,41,Okehampton
103,42,Okehampton
104,43,Okehampton
98,44,Okehampton
101,45,Okehampton
91,46,Okehampton
91,47,Okehampton
106,48,Okehampton
103,49,Okehampton
159,5,Okehampton
78,50,Okehampton
97,51,Okehampton
82,52,Okehampton
93,53,Okehampton
77,54,Okehampton
88,55,Okehampton
97,56,Okehampton
76,57,Okehampton
70,58,Okehampton
91,59,Okehampton
169,6,Okehampton
85,60,Okehampton
84,61,Okehampton
69,62,Okehampton
71,63,Okehampton
88,64,Okehampton
82,65,Okehampton
75,66,Okehampton
93,67,Okehampton
106,68,Okehampton
121,69,Okehampton
179,7,Okehampton
98,70,Okehampton
67,71,Okehampton
81,72,Okehampton
90,73,Okehampton
68,74,Okehampton
54,75,Okehampton
50,76,Okehampton
59,77,Okehampton
40,78,Okehampton
47,79,Okehampton
180,8,Okehampton
34,80,Okehampton
26,81,Okehampton
40,82,Okehampton
19,83,Okehampton
29,84,Okehampton
22,85,Okehampton
22,86,Okehampton
17,87,Okehampton
13,88,Okehampton
11,89,Okehampton
201,9,Okehampton
16,90,Okehampton
6,91,Okehampton
6,92,Okehampton
5,93,Okehampton
1,94,Okehampton
1,95,Okehampton
2,96,Okehampton
2,97,Okehampton
1,99,Okehampton
481,,Ottery St Mary
7,0,Ottery St Mary
23,1,Ottery St Mary
107,10,Ottery St Mary
2,106,Ottery St Mary
127,11,Ottery St Mary
1,116,Ottery St Mary
118,12,Ottery St Mary
95,13,Ottery St Mary
97,14,Ottery St Mary
84,15,Ottery St Mary
84,16,Ottery St Mary
66,17,Ottery St Mary
73,18,Ottery St Mary
76,19,Ottery St Mary
35,2,Ottery St Mary
53,20,Ottery St Mary
50,21,Ottery St Mary
59,22,Ottery St Mary
39,23,Ottery St Mary
41,24,Ottery St Mary
39,25,Ottery St Mary
37,26,Ottery St Mary
37,27,Ottery St Mary
52,28,Ottery St Mary
38,29,Ottery St Mary
52,3,Ottery St Mary
31,30,Ottery St Mary
38,31,Ottery St Mary
37,32,Ottery St Mary
29,33,Ottery St Mary
39,34,Ottery St Mary
44,35,Ottery St Mary
42,36,Ottery St Mary
53,37,Ottery St Mary
52,38,Ottery St Mary
49,39,Ottery St Mary
78,4,Ottery St Mary
71,40,Ottery St Mary
61,41,Ottery St Mary
74,42,Ottery St Mary
57,43,Ottery St Mary
66,44,Ottery St Mary
67,45,Ottery St Mary
46,46,Ottery St Mary
61,47,Ottery St Mary
50,48,Ottery St Mary
45,49,Ottery St Mary
103,5,Ottery St Mary
50,50,Ottery St Mary
46,51,Ottery St Mary
43,52,Ottery St Mary
46,53,Ottery St Mary
50,54,Ottery St Mary
41,55,Ottery St Mary
46,56,Ottery St Mary
45,57,Ottery St Mary
45,58,Ottery St Mary
38,59,Ottery St Mary
86,6,Ottery St Mary
37,60,Ottery St Mary
38,61,Ottery St Mary
33,62,Ottery St Mary
54,63,Ottery St Mary
33,64,Ottery St Mary
46,65,Ottery St Mary
42,66,Ottery St Mary
62,67,Ottery St Mary
50,68,Ottery St Mary
71,69,Ottery St Mary
109,7,Ottery St Mary
54,70,Ottery St Mary
40,71,Ottery St Mary
61,72,Ottery St Mary
35,73,Ottery St Mary
42,74,Ottery St Mary
26,75,Ottery St Mary
31,76,Ottery St Mary
24,77,Ottery St Mary
18,78,Ottery St Mary
20,79,Ottery St Mary
128,8,Ottery St Mary
25,80,Ottery St Mary
19,81,Ottery St Mary
12,82,Ottery St Mary
12,83,Ottery St Mary
17,84,Ottery St Mary
15,85,Ottery St Mary
14,86,Ottery St Mary
12,87,Ottery St Mary
9,88,Ottery St Mary
7,89,Ottery St Mary
134,9,Ottery St Mary
4,90,Ottery St Mary
3,91,Ottery St Mary
3,92,Ottery St Mary
1,93,Ottery St Mary
3,94,Ottery St Mary
1,96,Ottery St Mary
3,97,Ottery St Mary
1,99,Ottery St Mary
13,,Outside DCC - Torbay
4,10,Outside DCC - Torbay
2,11,Outside DCC - Torbay
1,12,Outside DCC - Torbay
1,13,Outside DCC - Torbay
4,14,Outside DCC - Torbay
2,15,Outside DCC - Torbay
3,16,Outside DCC - Torbay
3,17,Outside DCC - Torbay
2,18,Outside DCC - Torbay
1,19,Outside DCC - Torbay
2,20,Outside DCC - Torbay
2,21,Outside DCC - Torbay
2,22,Outside DCC - Torbay
3,23,Outside DCC - Torbay
2,24,Outside DCC - Torbay
1,25,Outside DCC - Torbay
5,26,Outside DCC - Torbay
4,27,Outside DCC - Torbay
7,28,Outside DCC - Torbay
2,29,Outside DCC - Torbay
1,30,Outside DCC - Torbay
4,31,Outside DCC - Torbay
1,33,Outside DCC - Torbay
1,34,Outside DCC - Torbay
1,35,Outside DCC - Torbay
2,36,Outside DCC - Torbay
1,37,Outside DCC - Torbay
2,38,Outside DCC - Torbay
1,39,Outside DCC - Torbay
2,41,Outside DCC - Torbay
4,42,Outside DCC - Torbay
4,43,Outside DCC - Torbay
2,44,Outside DCC - Torbay
3,45,Outside DCC - Torbay
3,46,Outside DCC - Torbay
4,47,Outside DCC - Torbay
4,48,Outside DCC - Torbay
3,49,Outside DCC - Torbay
2,5,Outside DCC - Torbay
5,50,Outside DCC - Torbay
6,51,Outside DCC - Torbay
3,52,Outside DCC - Torbay
7,53,Outside DCC - Torbay
2,54,Outside DCC - Torbay
3,55,Outside DCC - Torbay
6,56,Outside DCC - Torbay
6,57,Outside DCC - Torbay
3,58,Outside DCC - Torbay
1,59,Outside DCC - Torbay
2,6,Outside DCC - Torbay
7,60,Outside DCC - Torbay
3,61,Outside DCC - Torbay
5,62,Outside DCC - Torbay
4,63,Outside DCC - Torbay
2,64,Outside DCC - Torbay
5,65,Outside DCC - Torbay
3,66,Outside DCC - Torbay
2,67,Outside DCC - Torbay
4,68,Outside DCC - Torbay
2,69,Outside DCC - Torbay
2,7,Outside DCC - Torbay
7,70,Outside DCC - Torbay
4,72,Outside DCC - Torbay
4,73,Outside DCC - Torbay
5,74,Outside DCC - Torbay
2,75,Outside DCC - Torbay
2,76,Outside DCC - Torbay
1,77,Outside DCC - Torbay
1,78,Outside DCC - Torbay
1,8,Outside DCC - Torbay
2,80,Outside DCC - Torbay
1,82,Outside DCC - Torbay
1,85,Outside DCC - Torbay
1,86,Outside DCC - Torbay
1,87,Outside DCC - Torbay
1,9,Outside DCC - Torbay
877,,Seaton
3,0,Seaton
17,1,Seaton
83,10,Seaton
1,104,Seaton
1,106,Seaton
83,11,Seaton
3,116,Seaton
84,12,Seaton
75,13,Seaton
89,14,Seaton
73,15,Seaton
63,16,Seaton
60,17,Seaton
83,18,Seaton
71,19,Seaton
26,2,Seaton
69,20,Seaton
55,21,Seaton
57,22,Seaton
53,23,Seaton
49,24,Seaton
47,25,Seaton
49,26,Seaton
37,27,Seaton
63,28,Seaton
38,29,Seaton
31,3,Seaton
37,30,Seaton
29,31,Seaton
44,32,Seaton
31,33,Seaton
52,34,Seaton
40,35,Seaton
53,36,Seaton
43,37,Seaton
43,38,Seaton
33,39,Seaton
60,4,Seaton
48,40,Seaton
51,41,Seaton
55,42,Seaton
43,43,Seaton
53,44,Seaton
41,45,Seaton
58,46,Seaton
49,47,Seaton
43,48,Seaton
49,49,Seaton
70,5,Seaton
48,50,Seaton
46,51,Seaton
50,52,Seaton
58,53,Seaton
44,54,Seaton
53,55,Seaton
47,56,Seaton
49,57,Seaton
51,58,Seaton
45,59,Seaton
73,6,Seaton
58,60,Seaton
52,61,Seaton
72,62,Seaton
71,63,Seaton
71,64,Seaton
66,65,Seaton
74,66,Seaton
82,67,Seaton
98,68,Seaton
99,69,Seaton
65,7,Seaton
103,70,Seaton
73,71,Seaton
62,72,Seaton
70,73,Seaton
61,74,Seaton
51,75,Seaton
68,76,Seaton
44,77,Seaton
49,78,Seaton
42,79,Seaton
88,8,Seaton
31,80,Seaton
24,81,Seaton
27,82,Seaton
19,83,Seaton
22,84,Seaton
19,85,Seaton
17,86,Seaton
23,87,Seaton
11,88,Seaton
14,89,Seaton
72,9,Seaton
9,90,Seaton
4,91,Seaton
12,92,Seaton
3,93,Seaton
3,94,Seaton
4,95,Seaton
4,96,Seaton
2,99,Seaton
1201,,Sidmouth
6,0,Sidmouth
32,1,Sidmouth
113,10,Sidmouth
3,100,Sidmouth
1,102,Sidmouth
112,11,Sidmouth
1,112,Sidmouth
1,114,Sidmouth
3,116,Sidmouth
85,12,Sidmouth
93,13,Sidmouth
61,14,Sidmouth
70,15,Sidmouth
85,16,Sidmouth
51,17,Sidmouth
64,18,Sidmouth
70,19,Sidmouth
45,2,Sidmouth
66,20,Sidmouth
54,21,Sidmouth
60,22,Sidmouth
57,23,Sidmouth
68,24,Sidmouth
65,25,Sidmouth
79,26,Sidmouth
56,27,Sidmouth
107,28,Sidmouth
64,29,Sidmouth
75,3,Sidmouth
72,30,Sidmouth
49,31,Sidmouth
57,32,Sidmouth
46,33,Sidmouth
67,34,Sidmouth
56,35,Sidmouth
65,36,Sidmouth
65,37,Sidmouth
60,38,Sidmouth
58,39,Sidmouth
66,4,Sidmouth
75,40,Sidmouth
48,41,Sidmouth
57,42,Sidmouth
65,43,Sidmouth
57,44,Sidmouth
73,45,Sidmouth
69,46,Sidmouth
71,47,Sidmouth
64,48,Sidmouth
54,49,Sidmouth
86,5,Sidmouth
56,50,Sidmouth
69,51,Sidmouth
69,52,Sidmouth
61,53,Sidmouth
52,54,Sidmouth
81,55,Sidmouth
61,56,Sidmouth
66,57,Sidmouth
74,58,Sidmouth
68,59,Sidmouth
90,6,Sidmouth
80,60,Sidmouth
65,61,Sidmouth
81,62,Sidmouth
103,63,Sidmouth
93,64,Sidmouth
104,65,Sidmouth
139,66,Sidmouth
133,67,Sidmouth
131,68,Sidmouth
142,69,Sidmouth
87,7,Sidmouth
113,70,Sidmouth
96,71,Sidmouth
122,72,Sidmouth
110,73,Sidmouth
86,74,Sidmouth
84,75,Sidmouth
74,76,Sidmouth
84,77,Sidmouth
79,78,Sidmouth
68,79,Sidmouth
96,8,Sidmouth
65,80,Sidmouth
65,81,Sidmouth
50,82,Sidmouth
51,83,Sidmouth
46,84,Sidmouth
44,85,Sidmouth
45,86,Sidmouth
40,87,Sidmouth
26,88,Sidmouth
30,89,Sidmouth
91,9,Sidmouth
23,90,Sidmouth
16,91,Sidmouth
9,92,Sidmouth
9,93,Sidmouth
16,94,Sidmouth
12,95,Sidmouth
7,96,Sidmouth
3,97,Sidmouth
1,98,Sidmouth
258,,South Molton
3,0,South Molton
21,1,South Molton
120,10,South Molton
1,102,South Molton
113,11,South Molton
2,112,South Molton
1,113,South Molton
2,116,South Molton
107,12,South Molton
83,13,South Molton
67,14,South Molton
67,15,South Molton
52,16,South Molton
76,17,South Molton
63,18,South Molton
64,19,South Molton
39,2,South Molton
63,20,South Molton
58,21,South Molton
67,22,South Molton
64,23,South Molton
78,24,South Molton
51,25,South Molton
45,26,South Molton
77,27,South Molton
161,28,South Molton
44,29,South Molton
55,3,South Molton
58,30,South Molton
73,31,South Molton
58,32,South Molton
49,33,South Molton
59,34,South Molton
60,35,South Molton
74,36,South Molton
59,37,South Molton
44,38,South Molton
46,39,South Molton
80,4,South Molton
62,40,South Molton
56,41,South Molton
56,42,South Molton
41,43,South Molton
61,44,South Molton
53,45,South Molton
54,46,South Molton
63,47,South Molton
53,48,South Molton
40,49,South Molton
90,5,South Molton
52,50,South Molton
61,51,South Molton
40,52,South Molton
50,53,South Molton
53,54,South Molton
40,55,South Molton
51,56,South Molton
50,57,South Molton
44,58,South Molton
43,59,South Molton
76,6,South Molton
37,60,South Molton
43,61,South Molton
51,62,South Molton
43,63,South Molton
52,64,South Molton
56,65,South Molton
48,66,South Molton
56,67,South Molton
61,68,South Molton
73,69,South Molton
103,7,South Molton
56,70,South Molton
51,71,South Molton
52,72,South Molton
43,73,South Molton
33,74,South Molton
22,75,South Molton
35,76,South Molton
27,77,South Molton
22,78,South Molton
31,79,South Molton
91,8,South Molton
16,80,South Molton
24,81,South Molton
15,82,South Molton
17,83,South Molton
20,84,South Molton
13,85,South Molton
17,86,South Molton
11,87,South Molton
10,88,South Molton
7,89,South Molton
94,9,South Molton
12,90,South Molton
5,91,South Molton
7,92,South Molton
2,93,South Molton
4,94,South Molton
2,95,South Molton
2,96,South Molton
2,98,South Molton
1,99,South Molton
762,,Tavistock
25,0,Tavistock
47,1,Tavistock
223,10,Tavistock
2,100,Tavistock
1,101,Tavistock
1,105,Tavistock
185,11,Tavistock
3,113,Tavistock
1,114,Tavistock
3,115,Tavistock
3,116,Tavistock
213,12,Tavistock
191,13,Tavistock
158,14,Tavistock
148,15,Tavistock
125,16,Tavistock
130,17,Tavistock
150,18,Tavistock
129,19,Tavistock
88,2,Tavistock
130,20,Tavistock
119,21,Tavistock
127,22,Tavistock
88,23,Tavistock
85,24,Tavistock
95,25,Tavistock
96,26,Tavistock
89,27,Tavistock
146,28,Tavistock
99,29,Tavistock
108,3,Tavistock
113,30,Tavistock
101,31,Tavistock
104,32,Tavistock
101,33,Tavistock
88,34,Tavistock
105,35,Tavistock
116,36,Tavistock
114,37,Tavistock
111,38,Tavistock
99,39,Tavistock
132,4,Tavistock
99,40,Tavistock
109,41,Tavistock
120,42,Tavistock
120,43,Tavistock
138,44,Tavistock
126,45,Tavistock
137,46,Tavistock
123,47,Tavistock
104,48,Tavistock
103,49,Tavistock
186,5,Tavistock
119,50,Tavistock
119,51,Tavistock
114,52,Tavistock
89,53,Tavistock
98,54,Tavistock
116,55,Tavistock
140,56,Tavistock
88,57,Tavistock
108,58,Tavistock
87,59,Tavistock
197,6,Tavistock
97,60,Tavistock
118,61,Tavistock
125,62,Tavistock
121,63,Tavistock
103,64,Tavistock
108,65,Tavistock
130,66,Tavistock
128,67,Tavistock
123,68,Tavistock
139,69,Tavistock
225,7,Tavistock
145,70,Tavistock
106,71,Tavistock
126,72,Tavistock
83,73,Tavistock
83,74,Tavistock
72,75,Tavistock
119,76,Tavistock
70,77,Tavistock
52,78,Tavistock
45,79,Tavistock
213,8,Tavistock
48,80,Tavistock
50,81,Tavistock
34,82,Tavistock
41,83,Tavistock
35,84,Tavistock
30,85,Tavistock
21,86,Tavistock
30,87,Tavistock
21,88,Tavistock
14,89,Tavistock
246,9,Tavistock
18,90,Tavistock
20,91,Tavistock
8,92,Tavistock
6,93,Tavistock
10,94,Tavistock
6,95,Tavistock
3,96,Tavistock
3,97,Tavistock
4,98,Tavistock
1,99,Tavistock
644,,Teignmouth
8,0,Teignmouth
29,1,Teignmouth
149,10,Teignmouth
1,100,Teignmouth
1,101,Teignmouth
129,11,Teignmouth
1,114,Teignmouth
3,116,Teignmouth
97,12,Teignmouth
100,13,Teignmouth
102,14,Teignmouth
73,15,Teignmouth
52,16,Teignmouth
72,17,Teignmouth
67,18,Teignmouth
77,19,Teignmouth
42,2,Teignmouth
72,20,Teignmouth
72,21,Teignmouth
79,22,Teignmouth
77,23,Teignmouth
92,24,Teignmouth
62,25,Teignmouth
83,26,Teignmouth
64,27,Teignmouth
148,28,Teignmouth
61,29,Teignmouth
86,3,Teignmouth
76,30,Teignmouth
82,31,Teignmouth
93,32,Teignmouth
86,33,Teignmouth
78,34,Teignmouth
73,35,Teignmouth
96,36,Teignmouth
82,37,Teignmouth
85,38,Teignmouth
72,39,Teignmouth
98,4,Teignmouth
75,40,Teignmouth
74,41,Teignmouth
85,42,Teignmouth
86,43,Teignmouth
87,44,Teignmouth
105,45,Teignmouth
89,46,Teignmouth
79,47,Teignmouth
81,48,Teignmouth
65,49,Teignmouth
108,5,Teignmouth
66,50,Teignmouth
69,51,Teignmouth
83,52,Teignmouth
61,53,Teignmouth
66,54,Teignmouth
55,55,Teignmouth
68,56,Teignmouth
68,57,Teignmouth
72,58,Teignmouth
73,59,Teignmouth
123,6,Teignmouth
64,60,Teignmouth
81,61,Teignmouth
78,62,Teignmouth
80,63,Teignmouth
96,64,Teignmouth
82,65,Teignmouth
92,66,Teignmouth
102,67,Teignmouth
81,68,Teignmouth
112,69,Teignmouth
130,7,Teignmouth
98,70,Teignmouth
73,71,Teignmouth
68,72,Teignmouth
62,73,Teignmouth
53,74,Teignmouth
47,75,Teignmouth
46,76,Teignmouth
31,77,Teignmouth
32,78,Teignmouth
37,79,Teignmouth
136,8,Teignmouth
27,80,Teignmouth
25,81,Teignmouth
30,82,Teignmouth
18,83,Teignmouth
30,84,Teignmouth
19,85,Teignmouth
12,86,Teignmouth
13,87,Teignmouth
18,88,Teignmouth
10,89,Teignmouth
128,9,Teignmouth
9,90,Teignmouth
7,91,Teignmouth
5,92,Teignmouth
6,93,Teignmouth
3,94,Teignmouth
3,95,Teignmouth
2,96,Teignmouth
5,97,Teignmouth
2,99,Teignmouth
1143,,Tiverton
19,0,Tiverton
67,1,Tiverton
330,10,Tiverton
295,11,Tiverton
1,114,Tiverton
4,115,Tiverton
5,116,Tiverton
244,12,Tiverton
273,13,Tiverton
219,14,Tiverton
207,15,Tiverton
180,16,Tiverton
191,17,Tiverton
202,18,Tiverton
150,19,Tiverton
98,2,Tiverton
178,20,Tiverton
138,21,Tiverton
155,22,Tiverton
147,23,Tiverton
160,24,Tiverton
171,25,Tiverton
141,26,Tiverton
159,27,Tiverton
228,28,Tiverton
175,29,Tiverton
140,3,Tiverton
162,30,Tiverton
186,31,Tiverton
174,32,Tiverton
162,33,Tiverton
168,34,Tiverton
178,35,Tiverton
183,36,Tiverton
149,37,Tiverton
158,38,Tiverton
146,39,Tiverton
200,4,Tiverton
153,40,Tiverton
139,41,Tiverton
148,42,Tiverton
113,43,Tiverton
153,44,Tiverton
167,45,Tiverton
144,46,Tiverton
161,47,Tiverton
145,48,Tiverton
135,49,Tiverton
223,5,Tiverton
141,50,Tiverton
133,51,Tiverton
135,52,Tiverton
116,53,Tiverton
103,54,Tiverton
88,55,Tiverton
104,56,Tiverton
99,57,Tiverton
94,58,Tiverton
107,59,Tiverton
254,6,Tiverton
106,60,Tiverton
102,61,Tiverton
122,62,Tiverton
122,63,Tiverton
130,64,Tiverton
95,65,Tiverton
110,66,Tiverton
128,67,Tiverton
142,68,Tiverton
126,69,Tiverton
279,7,Tiverton
133,70,Tiverton
118,71,Tiverton
95,72,Tiverton
105,73,Tiverton
97,74,Tiverton
82,75,Tiverton
68,76,Tiverton
66,77,Tiverton
76,78,Tiverton
59,79,Tiverton
279,8,Tiverton
45,80,Tiverton
60,81,Tiverton
47,82,Tiverton
31,83,Tiverton
35,84,Tiverton
37,85,Tiverton
37,86,Tiverton
22,87,Tiverton
17,88,Tiverton
23,89,Tiverton
320,9,Tiverton
22,90,Tiverton
18,91,Tiverton
7,92,Tiverton
10,93,Tiverton
6,94,Tiverton
4,95,Tiverton
3,96,Tiverton
1,97,Tiverton
2,98,Tiverton
516,,Totnes
9,0,Totnes
38,1,Totnes
159,10,Totnes
1,100,Totnes
1,106,Totnes
139,11,Totnes
4,112,Totnes
1,115,Totnes
2,116,Totnes
170,12,Totnes
159,13,Totnes
153,14,Totnes
112,15,Totnes
120,16,Totnes
116,17,Totnes
88,18,Totnes
93,19,Totnes
54,2,Totnes
89,20,Totnes
81,21,Totnes
80,22,Totnes
89,23,Totnes
82,24,Totnes
76,25,Totnes
73,26,Totnes
85,27,Totnes
107,28,Totnes
99,29,Totnes
88,3,Totnes
90,30,Totnes
92,31,Totnes
85,32,Totnes
111,33,Totnes
89,34,Totnes
109,35,Totnes
103,36,Totnes
107,37,Totnes
116,38,Totnes
119,39,Totnes
95,4,Totnes
142,40,Totnes
116,41,Totnes
122,42,Totnes
126,43,Totnes
105,44,Totnes
131,45,Totnes
139,46,Totnes
117,47,Totnes
126,48,Totnes
142,49,Totnes
104,5,Totnes
108,50,Totnes
113,51,Totnes
117,52,Totnes
113,53,Totnes
92,54,Totnes
104,55,Totnes
103,56,Totnes
97,57,Totnes
105,58,Totnes
100,59,Totnes
123,6,Totnes
104,60,Totnes
78,61,Totnes
112,62,Totnes
99,63,Totnes
107,64,Totnes
112,65,Totnes
114,66,Totnes
99,67,Totnes
96,68,Totnes
125,69,Totnes
133,7,Totnes
91,70,Totnes
72,71,Totnes
67,72,Totnes
87,73,Totnes
46,74,Totnes
41,75,Totnes
67,76,Totnes
32,77,Totnes
37,78,Totnes
27,79,Totnes
150,8,Totnes
34,80,Totnes
32,81,Totnes
28,82,Totnes
21,83,Totnes
30,84,Totnes
16,85,Totnes
15,86,Totnes
18,87,Totnes
20,88,Totnes
14,89,Totnes
173,9,Totnes
12,90,Totnes
9,91,Totnes
6,92,Totnes
7,93,Totnes
4,95,Totnes
1,97,Totnes
1,98,Totnes
6252,,no location
33,0,no location
46,1,no location
58,10,no location
1,101,no location
55,11,no location
6,116,no location
62,12,no location
59,13,no location
58,14,no location
68,15,no location
67,16,no location
79,17,no location
90,18,no location
45,19,no location
44,2,no location
59,20,no location
52,21,no location
56,22,no location
68,23,no location
76,24,no location
65,25,no location
81,26,no location
75,27,no location
85,28,no location
63,29,no location
56,3,no location
54,30,no location
57,31,no location
47,32,no location
58,33,no location
49,34,no location
50,35,no location
55,36,no location
39,37,no location
34,38,no location
42,39,no location
61,4,no location
49,40,no location
33,41,no location
34,42,no location
50,43,no location
51,44,no location
37,45,no location
48,46,no location
37,47,no location
37,48,no location
48,49,no location
46,5,no location
61,50,no location
51,51,no location
43,52,no location
52,53,no location
51,54,no location
45,55,no location
61,56,no location
62,57,no location
46,58,no location
55,59,no location
67,6,no location
53,60,no location
49,61,no location
64,62,no location
41,63,no location
64,64,no location
54,65,no location
66,66,no location
57,67,no location
57,68,no location
64,69,no location
58,7,no location
44,70,no location
44,71,no location
42,72,no location
34,73,no location
35,74,no location
27,75,no location
35,76,no location
17,77,no location
17,78,no location
14,79,no location
58,8,no location
23,80,no location
24,81,no location
16,82,no location
5,83,no location
7,84,no location
8,85,no location
9,86,no location
9,87,no location
5,88,no location
6,89,no location
39,9,no location
7,90,no location
6,91,no location
5,92,no location
1,93,no location
4,94,no location
1,95,no location
4,96,no location
1,97,no location
